2025年11月25日更新
変電所No,変電所名,電圧(一次)(kV),電圧(二次)(kV),台数,設備容量(100%×台数)(MW),運用容量値(MW),運用容量制約要因,空容量(当該設備)(MW),空容量(上位系等考慮)(MW),N-1電制適用可否,N-1電制適用可能量(MW),平常時出力制御の可能性,平常時出力制御の可能性がある設備(当該設備),平常時出力制御の可能性がある設備(上位系設備),備考
千葉県 配電用変電所 142,長南,66,6.6以下,2,38,39,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV147，送千葉66kV140,上位系（送千葉66kV140）による制約
千葉県 配電用変電所 143,高滝,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV147，送千葉66kV140,上位系（送千葉66kV140）による制約
千葉県 配電用変電所 144,横田,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 145,木更津,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送47，変12，変千葉66kV12,上位系（送千葉66kV91）による制約
千葉県 配電用変電所 146,桜井,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 147,潮見,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 148,岬町,66,6.6以下,2,38,39,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 149,大多喜,66,6.6以下,3,52,54,熱容量,2,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV147，送千葉66kV140，送千葉66kV100,上位系（送千葉66kV100）による制約
千葉県 配電用変電所 150,久留里,66,6.6以下,3,28,29,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 151,アカデミア,66,6.6以下,1,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（送千葉66kV107）による制約
千葉県 配電用変電所 152,八重原,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 153,青堀,66,6.6以下,3,52,54,熱容量,3,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 154,富津,66,6.6以下,1,19,19,熱容量,4,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（変千葉66kV11）による制約
千葉県 配電用変電所 155,佐貫,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（送千葉66kV107）による制約
千葉県 配電用変電所 156,大原,66,6.6以下,1,19,19,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 157,御宿,66,6.6以下,1,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 158,勝浦,66,6.6以下,2,28,29,熱容量,6,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 159,天津,66,6.6以下,2,19,19,熱容量,2,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 160,鴨川,66,6.6以下,3,47,49,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 161,天羽,66,6.6以下,2,28,29,熱容量,1,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（送千葉66kV107）による制約
千葉県 配電用変電所 162,勝山,66,6.6以下,2,19,19,熱容量,4,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（送千葉66kV107）による制約
千葉県 配電用変電所 163,千倉,66,6.6以下,2,23,24,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 164,富浦,66,6.6以下,2,19,19,熱容量,7,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11,上位系（送千葉66kV107）による制約
千葉県 配電用変電所 165,館山,66,6.6以下,3,42,44,熱容量,9,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 166,館山主,66,6.6以下,2,38,22,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）による制約
千葉県 配電用変電所 167,潮来,66,6.6以下,3,52,54,熱容量,5,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV14）による制約
