2025年11月25日更新
変電所No,変電所名,電圧(一次)(kV),電圧(二次)(kV),台数,設備容量(100%×台数)(MW),運用容量値(MW),運用容量制約要因,空容量(当該設備)(MW),空容量(上位系等考慮)(MW),N-1電制適用可否,N-1電制適用可能量(MW),平常時出力制御の可能性,平常時出力制御の可能性がある設備(当該設備),平常時出力制御の可能性がある設備(上位系設備),備考
東京都（23区） 配電用変電所 194,練馬,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 195,谷原,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 196,大泉,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 197,西大泉,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 198,石神井,66,6.6以下,3,52,54,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 199,南田中,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 200,南泉,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 201,関町,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 202,今川,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 203,下井草,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 204,大和町,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 205,野方,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 206,中野,66,6.6以下,3,52,54,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 207,東中野,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 208,淀橋,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 209,北新宿,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 210,戸山,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 211,角筈,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 212,番衆,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 213,左門町,66,6.6以下,3,47,49,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 214,荒木町,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 215,信濃町,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 216,赤坂,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 217,青山,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 218,六本木,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 219,飯倉,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 220,麻布,66,6.6以下,3,85,89,熱容量,29,28,不可,-,-,-,-,
東京都（23区） 配電用変電所 221,二の橋,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 222,台町,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 223,元麻布,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 224,南青山,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 225,原宿,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 226,千駄ヶ谷,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 227,御苑前,66,6.6以下,2,57,59,熱容量,29,28,不可,-,-,-,-,
東京都（23区） 配電用変電所 228,追分,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 229,西新宿,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 230,代々木,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 231,北渋谷,66,6.6以下,3,57,59,熱容量,19,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 232,初台,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 233,宇田川,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 234,青葉町,66,6.6以下,3,42,44,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 235,金王坂,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 236,並木橋,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 237,広尾,66,6.6以下,3,42,44,熱容量,14,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 238,渋谷,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 239,下目黒,22,6.6以下,2,19,19,熱容量,9,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
東京都（23区） 配電用変電所 240,上大崎,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 241,五反田,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 242,東品川,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 243,鮫洲,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 244,品川,-,-,2,0,0,熱容量,0,0,不可,-,有り,-,-,変電所廃止
東京都（23区） 配電用変電所 245,東大崎,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 246,大崎,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 247,西五反田,66,6.6以下,2,28,29,熱容量,14,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 248,目黒,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 249,恵比寿,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 250,桜ヶ丘,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 251,上通,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 252,神泉町,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 253,富ヶ谷,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 255,東北沢,22,6.6以下,2,19,19,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 256,笹塚,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 257,広町,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 258,南中野,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 259,阿佐谷,66,6.6以下,3,47,49,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 260,上荻,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 261,荻窪,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 262,大宮前,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 263,仲御徒町,66,6.6以下,3,85,89,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 264,成宗,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 265,和田堀局配,66,6.6以下,3,85,89,熱容量,29,28,不可,-,-,-,-,
東京都（23区） 配電用変電所 266,高井戸,66,6.6以下,3,52,54,熱容量,14,14,不可,-,-,-,-,
東京都（23区） 配電用変電所 267,千歳,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 268,祖師谷,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 269,八幡山,66,6.6以下,2,57,59,熱容量,29,28,不可,-,-,-,-,
東京都（23区） 配電用変電所 270,上北沢,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 271,松原,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 272,代沢,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 273,東世田谷,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 274,池尻,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 275,三軒茶屋,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 276,駒沢,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 277,祐天寺,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 278,鷹番,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 279,月光町,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 280,碑文谷,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 281,平町,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
東京都（23区） 配電用変電所 282,自由ヶ丘,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 283,等々力,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 284,世田谷,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 285,弦巻,66,6.6以下,2,38,39,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 286,千歳船橋,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 287,成城,66,6.6以下,3,57,59,熱容量,19,19,不可,-,-,-,-,
東京都（23区） 配電用変電所 288,上用賀,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 289,用賀,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 290,尾山台,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 291,大岡山,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
東京都（23区） 配電用変電所 292,洗足,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 293,南荏原,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送144，送92,上位系（送92）による制約
東京都（23区） 配電用変電所 294,戸越,154,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送52，送126,上位系（送126）による制約
東京都（23区） 配電用変電所 295,二葉町,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 296,大井,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送139,上位系（送東京(23区)154kV32）による制約
東京都（23区） 配電用変電所 297,荏原,66,6.6以下,2,28,29,熱容量,14,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 298,馬込,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 299,南馬込,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 300,久ヶ原,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 301,田園調布,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 302,下丸子,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 303,矢口,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 304,蓮沼,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 305,堤方,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 306,新井宿,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 307,大森,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送139,上位系（送東京(23区)154kV32）による制約
東京都（23区） 配電用変電所 308,南海橋,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送47，送139,上位系（送東京(23区)154kV32）による制約
東京都（23区） 配電用変電所 309,森ヶ崎,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 310,梅屋敷,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 311,本蒲田,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 312,西蒲田,66,6.6以下,3,42,44,熱容量,14,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 313,道塚,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 314,蒲田,66,6.6以下,2,19,19,熱容量,9,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 315,六郷,66,6.6以下,3,57,59,熱容量,20,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 316,南郷,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 317,糀谷,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 318,羽田,22,6.6以下,2,19,19,熱容量,9,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 319,天空橋,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 320,豊洲１号,22,6.6以下,1,9,9,熱容量,10,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 321,東海町,66,22以下,3,171,136,熱容量,136,0,不可,-,有り,-,送47，送139,上位系（送東京(23区)154kV32）による制約
東京都（23区） 配電用変電所 322,青海,66,22以下,2,114,68,熱容量,68,0,不可,-,有り,-,送47，送139,上位系（送東京(23区)154kV32）による制約
東京都（23区） 配電用変電所 323,空港５１号,66,22以下,4,171,103,熱容量,30,0,不可,-,有り,-,変18，送105,上位系（送105）による制約
東京都（23区） 配電用変電所 324,台場,66,6.6以下,2,57,59,熱容量,29,0,不可,-,有り,-,送47,上位系（送47）による制約
東京都（23区） 配電用変電所 325,木挽町（局配）,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送139,上位系（送139）による制約
